気の置けない|きの おけない|"Easy to be with" / "Comfortable (without reserve)" / "Trustworthy"
ここは海産物が安く、また種類も多くて本土では食べられない魚もあります。反面、野菜や果物は高いです。|ここは かいさんぶつが やすくまた しゅるいも おおくて ほんどでは たべられない さかなもあります はんめん やさいや くだものは たかいです|Seafood is cheap and plentiful in variety here, and there are also fish that you
二人は結婚して、二人だけの蜜月を楽しみ、何不測ない甘い生活を送った。|にんは けっこんして にんだけの みつげつを たのしみ なに ふそくない あまい せいかつを おくった|The couple got married, enjoyed their honeymon by themselves, and led a charmed 
この上着を何か少し派手な物と組み合わせられませんか。|この うわぎを なにか すこし はでな ものと みくみあわせられませんか|Can you match this coat with something a little more colorful?
さらに500人の人員が整理される見通した。|さらに  にんの じんいんが せいりされる みとおした|It is expected that an additional 500 employees will be laid off.
その判決は言わばこの国の良心を代弁したものだった。|その はんけつは いわばこの くにの りょうしんを だいべんしたものだった|The court's ruling represented &nbsp;this country's conscience, so to speak.
ウイルスに感染した電子メールを社外の個人、団体に送信してしまい、意図せずして加害者になってしまった。|に かんせんした でんしめーるを しゃがいの こじん だんたいに そうしんしてしまい いとせずして かがいしゃになってしまった|I became an offender without meaning to after sending a virus-infected e-mail to
センサーでデータを集め、これをさらに同一チップ上の増幅器で増幅する。|でを あつめこれをさらに どう じょうの ぞうふくきで ぞうふくする|Data is collected with a sensor and, furthermore, on the same chip the data is a
猫は鳥が飛び立つ瞬間に飛びついた。|ねこは とりが びとびたつ しゅんかんに とびついた|The cat jumped at the bird just as it was about to fly away.
あの男はいかなる失敗にも負けず、不死鳥のように蘇る。|あの おとこはいかなる しっぱいにも まけず ふしちょうのように よみがえる|No matter what the failure, he is undefeated, rising like a phoenix.
シアトルはアメリカなのですが、他の大都市とは違って、アメリカというよりはむしろカナダのような雰囲気の小ぢんまりとした街でした。|はなのですが たの だいとしとは ちがってというよりはむしろのような ふんいきの こぢんまりとした まちでした|Seattle is in the U.S. but, unlike other big cities, it is a small city with an 
長い間憧れていた人に会う瞬間が近づいて、次第に動悸が速まるのを禁じ得なかった。|いながいあいだ あこがれていた ひとに あう しゅんかんが ちかづいて しだいに どうきが はやまるのを きんじ えなかった|As the moment approached when I was to meet with the person I'd admired for a lo
この酵素は、正常状態では必要な時だけ活性化して細胞を増殖させるのだが、がん細胞の場合は常に活性化し、言わばアクセルを踏みっぱなしの状態で、無秩序に細胞を増殖させてしまうのだ。|この こうそは せいじょう じょうたいでは ひつような ときだけ かっせいかして さいぼうを ぞうしょくさせるのだががん さいぼうの ばあいは つねに かっせいかし いわばを ふみっぱなしの じょうたいで むちつじょに さいぼうを ぞうしょくさせてしまうのだ|In normal cells this enzyme is activated only when needed to promote cell multip
彼はアメリカ生まれの生粋のアメリカ人だが、日本人なのやらアメリカ人なのやら分からないくらい、考え方が日本人的だ。|かれは うまれの きっすいの あめりかじんだが にっぽんじんなのやら あめりかじんなのやら わからないくらい えかんがえかたが にっぽんじん てきだ|He is a genuine born-in-the-USA American, but his ways of thinking are so much l
キャシーは京都の舞妓の生活に強い興味を待ち、あげくの果てには一年間祇園で舞妓と寝食をともにして、その生活を観察した。|は きょうとの まいこの せいかつに つよい きょうみを まちあげくの はてには いちねんかん ぎおんで まいこと しんしょくをともにしてその せいかつを かんさつした|Cathy was deeply intersted in how the maiko live in Kyoto, and eventually she ob
国粋主義者でもその戦争に反対している人は多い。|こくすいしゅぎしゃでもその せんそうに はんたいしている ひとは おおい|Even among nationalists, there are many people who are opposed to the w
そのニュースが報道されるなり、放送局に問い合われの電話が殺到した。|そのが ほうどうされるなり ほうそうきょくに とい あわれの でんわが さっとうした|Soon after the news was reported, phone queries flooded the broadcast center.
昔の浮気が発覚した夫は「10年たってるんだからもう時効だ」と開き直りの態度です。私にしたところで二人の子供のことを考えると離婚にはなかなか踏み切れません。|むかしの うわきが はっかくした おっとは  ねんたってるんだからもう じこうだと きひらきなおりの たいどです わたしにしたところで にんの こどものことを かんがえると りこんにはなかなか みふみきれません|My husband, whose past affair was discovered, turned defiant, saying, "It was 10
子供向けに　　targeted at kids子供向きに　　suitable for kids|こども むけに    こども むきに|子供向けに　　targeted at kids子供向きに　　suitable for kids
審判の判定をめぐって選手が乱闘し試合が約1時間中断した。|しんぱんの はんていをめぐって せんしゅが らんとうし しあいが やく  じかん ちゅうだんした|The players had a fight over the umpire's decision, and the game was interrupted
本学の博士号は専門的知識における卓越性を証明するものであるにとどまらず、取得者が人間的力量の持ち主であることを宣言するものです。|ほんがくの はかせごうは せんもんてきちしきにおける たくえつ せいを しょうめいするものであるにとどまらず しゅとくしゃが にんげんてき りきりょうの ちもちぬしであることを せんげんするものです|A doctorate from this university not only seres as evidence of excellence in pro
ヘリコプターが飛び立った。|が びとびたった|The helicopters took off together.
夏の省エネ対策について本社から通知がありました。ついては、別紙を参照の上、夏季のエネルギー節約にご協力をお願いいたします。|なつの しょうえねたいさくについて ほんしゃから つうちがありましたついては べっしを さんしょうの うえ かきの せつやくにご きょうりょくをお ねがいいたします|Headquarters has sent a notification with regard to summer energy conservation m
マスメディアが個人の名誉やプライバシーを不当に侵害する状況が続けば、ひいては報道に対して権力が介入する口実を与えることになる。|が こじんの めいよやを ふとうに しんがいする じょうきょうが つづけばひいては ほうどうに たいして けんりょくが かいにゅうする こうじつを あたえることになる|If the media continues to violate people's reputations and privacy unjustly, som
パリはきれいだと聞いていたが、なるほどその芸術性には舌を巻いた。|はきれいだと きいていたがなるほどその げいじゅつせいには したを まいた|I had heard that Paris was a beautiful city, and (lit., but) indeed I was astoun
「僕は経験が全くないので分かりませんが（苦笑）」 「えぇっー！それは嘘でしょ。周りの女性が放っておくわけがないです（笑）」|ぼくは けいけんが まったくないので わかりませんが くしょうえぇっそれは うそでしょ まわりの じょせいが はなっておくわけがないです えみ|[I don't know because I have totally no experience...][ehhh, 嘘でしょう！ there is no 
元も子もない|もとも こもない|(exp) losing everything; having lost the interest and the principal
どの目が出るかは、サイコロを投げた瞬間に決まっているはずだ。|どの めが でるかはを なげた しゅんかんに きまっているはずだ|The side that will appear ought to be determined the moment you throw the dice.
「すいません。おくれてしまって」 開口一番彼女はそう言った|すいませんおくれてしまって かいこういちばん かのじょはそう いった|The first thing she said was &quot;sorry for being late&quot;
人間というものは、悪をなす存在である。|にんげんというものは あくをなす そんざいである|Human beings exist in order to do evil.
良性の腫瘍だから、何もそんなに心配する必要はない。|りょうせいの しゅようだから なにもそんなに しんぱいする ひつようはない|It's a benign tumor, so you don't need to worry about it too much.
厄介なことに、この種の詐欺は被害者が世間体のために警察に届けを出さないことが多く、これが犯人検挙を難しくしている。|やっかいなことにこの しゅの さぎは ひがいしゃが せけんていのために けいさつに とどけを ださないことが おおくこれが はんにん けんきょを むずかしくしている|The trouble is, this kind of fraud is seldom reported to the police because the 
これはまたとない機会だ|これはまたとない きかいだ|This is a golden opportunity (lit., an opportunity that will not happen again).
まんざら捨てたものでもない|まんざら すてたものでもない|It is not altogether bad
中近東の和平を熱望すればこそ、国連の役割を強化しなければならないと思う。|ちゅうきんとうの わへいを ねつぼうすればこそ こくれんの やくわりを きょうかしなければならないと おもう|It is only because I hope for peace in the Middle East as much as I do that I th
火星表面の「運河」と呼ばれる溝は、何らかの液体によって作られたと考えられていた。|かせい ひょうめんの うんがと よばれる みぞは なんらかの えきたいによって つくられたと かんがえられていた|The grooves on Mars' surface that are reffered to as "canals" were (originally) 
非母国語話者の間のコミュニケーションにおいて一番広範囲に用いられている言語は英語だ。|ひ ぼこくご わしゃの まのにおいて いちばん こうはんいに もちいられている げんごは えいごだ|The language that is used most widely for communication among non-native speaker
懲戒処分基準によると、教職員が酒酔い運転で死亡･重傷事故を起こした場合は免職になる。|ちょうかいしょぶん きじゅんによると きょうしょくいんが さけ よい うんてんで しぼう じゅうしょう じこを おこした ばあいは めんしょくになる|According to the standards for disciplinary action, if a faculty or staff member
うっかり自分の駅を乗り過ごした。|うっかり じぶんの えきを りのりすごした|I missed my station by mistake.
会社が会社ならもう少しましな給料を出してくれるのだろうが。|かいしゃが かいしゃならもう すこしましな きゅうりょうを だしてくれるのだろうが|If my company were a really good one, it would be probably pay a bit better sala
電話や電子メールを利用した詐欺は巧妙化する一方だ。|でんわや でんしめーるを りようした さぎは こうみょう かする いっぽうだ|Telephone and e-mail fraud is becoming cleverer and cleverer.
お葬式でもあるまいし、そんなにしゅんとしないで下さい。|お そうしきでもあるまいしそんなにしゅんとしないで ください|It's not a funeral service. Don't be depressingly quiet!
記憶は再生時に脳の「海馬」という部分を介して再構成される。|きおくは さいせい じに のうの かいばという ぶぶんを かいして さいこうせいされる|When we recall memories, theyr are reconstructed through the part of the brain c
「地獄谷」というのは、聞くからに身の毛がよだつ名前ですね。|じごぐだにというのは きくからに のみのけがよだつ なまえですね|"Valley of Hell": Just hearing the name makes my hair stand on end.
写真をカラーで撮るからには、色にこだわりたい。|しゃしんをで とるからには いろにこだわりたい|As long as I am taking pictures with color film, I want to be very particular ab
一見無理なことも、やってみれば何とか形になる。|いっけん むりなこともやってみれば なんとか かたちになる|Something which appears to be imposible to do can take shape in one wayor anothe
人一倍照れ屋だった父は、酒なしには人と話しもできなかった。|ひといちばい れてれやだった ちちは さけなしには ひとと はなしもできなかった|My father, who was twice as shy as other people, couldn't even talk with people 
軍事予算拡大の一方、教育や社会福祉関連は大きく切り捨てられた。|ぐんじ よさん かくだいの いっぽう きょういくや しゃかいふくし かんれんは おおきく りきりすてられた|While the military budget has increased, budgets related to education and social
私はどちらかと言うと外向的というよりは内向的だ。|わたしはどちらかと いうと がいこうてきというよりは ないこうてきだ|I'm more of an introvert than an extrovert.
医学界の体質を思うに、当然医者と製薬会社の癒着はあると思う。|いがくかいの たいしつを おもうに とうぜん いしゃと せいやくがいしゃの ゆちゃくはあると おもう|Considering the nature of the medical world, I believe there is collusion betwee
首相は不用意な言動が多かったことから、不信任案が議会で可決された。|しゅしょうは ふよういな げんどうが おおかったことから ふしんにんあんが ぎかいで かけつされた|Because the prime minister was often careless in his statements and behavior, a 
保守と言わず革新と言わず、どんな政治家もみな選挙資金集めのために奔走する。|ほしゅと いわず かくしんと いわずどんな せいじかもみな せんきょ しきんあつめのために ほんそうする|Every politician, whether conservative or liberal, works hard (lit., runs around
スイカマラソンは、レース中やレース後にスイカが食べられる。でも、走り終わったら、へとへとで、とてもスイカを食べるどころではないそうだ。|は ちゅうや ごにが たべられるでも はしり おわったらへとへとでとてもを たべるどころではないそうだ|In the watermelon marathon, runners can eat watermelon during or after the race,
今すぐ謝罪すべきであるのみならず、現職を辞すべきである。|いますぐ しゃざいすべきであるのみならず げんしょくを じすべきである|He should not only apologize immediately, but also resign his present post.
やつは、人殺しも厭わないということがわかった。恐ろしいやつだ、より一層注意をはらう必要があるな|やつは ひとごろしも いとわないということがわかった おそろしいやつだより いっそう ちゅういをはらう ひつようがあるな|"understood he wont balk at killing someone" etc
彼の研究範囲は哲学だけにとどまるず、認知心理学の領域まで広がっている。|かれの けんきゅう はんいは てつがくだけにとどまるず にんちしんりがくの りょういきまで ひろがっている|His area of research is not limited merely to philosophy, but extends to cogniti
この度は本社営業部長にご栄転の由、誠におめでとう存じます。|この たびは ほんしゃ えいぎょうぶ ちょうにご えいてんの ゆかり まことにおめでとう ぞんじます|I heard of your promotion this time to manager of the headquarters' sales depart
当時の軍隊では上官の命令がいかに理不尽であれ、下級兵はそれに従うしかなかったのだ。|とうじの ぐんたいでは じょうかんの めいれいがいかに りふじんであれ かきゅう へいはそれに したがうしかなかったのだ|In the army in those days, no matter how unreasonable the senior officers' comma
このトイレは不潔そのものだ。|このは ふけつそのものだ|This restroom is completely filthy.
あのうるさい社長が信頼するだけあって、彼の秘書は実に有能だ。|あのうるさい しゃちょうが しんらいするだけあって かれの ひしょは じつに ゆうのうだ|That president, who is so critical, relies on his secretary for good reason: She
ゴマには白ゴマと黒ゴマのほか、黄ゴマという風味豊かなゴマもある。見た目の色の違えはあれど、栄養的な違いは微々たるものだ。|には しろと くろごまのほか きという ふうみゆたかなもある みた のめのいろの ちがえはあれど えいよう てきな ちがいは びびたるものだ|In addition to white sesame and black sesame, there is also yellow sesame, which
深刻化する年金問題や経済問題に対する政府の無策ぶりを見るにつけ、自分のことは自分で守るしかないと思う。|しんこくかする ねんきん もんだいや けいざいもんだいに たいする せいふの むさくぶりを みるにつけ じぶんのことは じぶんで まもるしかないと おもう|As I watch the government's inability to deal with the increasingly serious prob
アンディのピアノは下手なんてもんじゃない。|のは へたなんてもんじゃない|Andy's piano playing is more than just bad
クラシックもジャズもロックも、聞いてみればみなそれなりに面白い。|ももも きいてみればみなそれなりに おもしろい|Ir you (really) listen to classical music, jazz and rock, each of them is intere
ゴミを燃やせばダイオキシンや二酸化炭素といった有害物質が排出される。またゴミの埋立地もあとわずかで満杯になる、しかも新たな埋立地がない、といった問題がある。|を もやせばや さんかたんそといった ゆうがいぶっしつが はいしゅつされるまたの うめたてちもあとわずかで まんぱいになるしかも あらたな うめたてちがないといった もんだいがある|If you burn trash, toxic material such as dioxin and carbon are emitted. There i
これは日記と言うか覚え書きと言うか……。|これは にっきと いうか えおぼえがきと いうか|Should I call this a diary, or a memo...?
金融業の倒産、失業率の上昇、加えて、不安定な政治状況によって、この国の経済は沈滞している。|きんゆうぎょうの とうさん しつぎょうりつの じょうしょう くわえて ふあんていな せいじじょうきょうによってこの くにの けいざいは ちんたいしている|The bankruptcy of financial institutions, the rise in the unemployment rate, and
平和を希求する市民による核兵器廃絶への切なる願いをよそに、核兵器開発、核軍拡競争は、今なおとどまるところを知りません。|へいわを ききゅうする しみんによる かくへいき はいぜつへの せつなる ねがいをよそに かくへいき かいはつ かく ぐんかくきょうそうは いまなおとどまるところを しりません|Despite the heart-felt pleas of peace-minded citizens who want to abolish all nu
ただ単に犯行推定時間の前に現場近くにいたという事実だけで彼を犯人だと決めつけることはできない。|ただ たんに はんこう すいてい じかんの まえに げんば ちかくにいたという じじつだけで かれを はんにんだと きめつけることはできない|You cannot decide that he is the culprit based simply on the fact that he was ne
お尻に出来物ができているので座るに座れない。|お しりに できぶつができているので すわるに すわれない|Because I have a boil on my bottom, I cannot (manage to) sit down.
本店移転及び商号変更についてお知らせいたします。|ほんてん いてん および しょうごう へんこうについてお しらせいたします|We hevery notifiy you of the relocation of the head office and the change of our
居留守を使えばいいものを、彼女は気が弱いのでそうもできず、いやいや人に会うことになってしまうのだ。|いるすを つかえばいいものを かのじょは きが よわいのでそうもできずいやいや じんに あうことになってしまうのだ|She doesn't have to answer the door, but she doesn't have the nerve to resist an
外食は手軽な反面、栄養が偏る恐れがある。|がいしょくは てがるな はんめん えいようが かたよる おそれがある|While eating out is easy, it can lead to an unbalanced diet.
少子化が日本の社会を変えていくことは言うまでもない。|しょうしかが にっぽんの しゃかいを かえていくことは いうまでもない|It goes without saying that the shrinking population of children will change Jap
日本語の授業は手続きなしには聴講できません。|にほんごの じゅぎょうは てつづきなしには ちょうこうできません|You cannot attend a Japanese class without going through the formal (registratio
そのマニュアルは説明も図も明解そのもので、画像処理の知識がない者にもよく分かる。|そのは せつめいも ずも めいかいそのもので がぞうしょりの ちしきがない ものにもよく わかる|The manual's explanations and figures are perfectly clear, so even people with n
性能から言って、このエンジンをしのぐものは少ない。|せいのうから いってこのをしのぐものは すくない|In terms of performance, few engines can surpass this one.
運転手さん、飛行機に遅れてしまうので、飛ばせるだけ飛ばして下さい。|うんてんしゅさん ひこうきに おくれてしまうので とばせるだけ とばして ください|Driver, I may miss my plane, so please go as fast as you can.
その美しい早春の風景画に作者の温かい郷土愛を感じ、深い感動を禁じ得なかった。|その うつくしい そうしゅんの ふうけいがに さくしゃの あたたかい きょうどあいを かんじ ふかい かんどうを きんじ えなかった|Looking at the beautiful early spring landscape painting, I felt the painter's l
DNA鑑定から言って、彼が犯人であることは確実だ。|かんていから いって かれが はんにんであることは かくじつだ|Judging from the DNA evidence, there is no doubt that he is the culprit.
1 田中は最近太りがちだTanaka has a general tendency to gain weigh but is not necessarily overweight at the moment of speech。Compare with;２）田中は最近太り気味だTanaka is showing signs of being overweight。Also 「がち」Cannot express the idea of "a touch of" or " a little".|たなかは さいきん ふとりがちだ                     たなかは さいきん りふとりぎみだ        がち|1 田中は最近太りがちだTanaka has a general tendency to gain weigh but is not necessarily o
インターフェースに若干の違いこそあれ、この二つのプログラムは機能的には全く変わらない。|に じゃっかんの ちがいこそあれこの ふたつのは きのうてきには まったく かわらない|Although there&nbsp;are&nbsp;some differences in their interfaces, these two pro
腰をよじったなりの姿勢で長時間座っていたので、立てないほど腰が痛くなった。|こしをよじったなりの しせいで ちょうじかん すわっていたので たてないほど こしが いたくなった|Because I was sitting for a long time with my lower back twisted, it hurt so muc
この話は二年も前に話し合ったじゃないか。なんで、いまさら同じ話を持ち出すんだ。|この はなしは ねんも まえに しはなしあったじゃないかなんでいまさら おなじ はなしを ちもちだすんだ|Didn't we discuss this issue two years back? How come you are bringing it up aft
植物人間になった場合、もはや人間として機能していないのだから、その人間に生きる価値はないという立場もあろう。|しょくぶつにんげんになった ばあいもはや にんげんとして きのうしていないのだからその にんげんに いきる かちはないという たちばもあろう|People may take the stance that when someone is in a vegetative state, he is no 
燃料電池は将来化石燃料に代わる主要エネルギーになるだろう。とは言え、これにはまだ解決すべき技術的な問題が多く残っている。|ねんりょうでんちは しょうらい かせきねんりょうに かわる しゅようになるだろうとは いえこれにはまだ かいけつすべき ぎじゅつてきな もんだいが おおく のこっている|Fuel cells will probably become a major source of energy in the future, replacin
彼は平社員なのに社長であるかのごとき言動をするのでみんなに嫌われている。|かれは ひらしゃいんなのに しゃちょうであるかのごとき げんどうをするのでみんなに きらわれている|He is just a regular employee, but he talks and acts as if he were the president
食品添加物が我々の身体に何らかの悪影響を与えると考える人は多い。|しょくひんてんかぶつが われわれの しんたいに なんらかの あくえいきょうを あたえると かんがえる ひとは おおい|Many people think that food additives have some bad effect on our bodies.
人間は他の種を絶滅させるような環境を作り出しても一顧だにしない。|にんげんは たの たねを ぜつめつさせるような かんきょうを りつくりだしても いっこだにしない|Even though humans have created an environment that drives other species into ex
君が入賞したのには驚いた。|きみが にゅうしょうしたのには おどろいた|It is amazing that you won the prize
日本の法律によるとおおむね12歳未満の者は逮捕の対象にならない。|にっぽんの ほうりつによるとおおむね  さいみまんの ものは たいほの たいしょうにならない|According to Japanese law, generally, youths under 12 are not subject to arrest.
それは総理大臣としてすべからざる発言だった。|それは そうりだいじんとしてすべからざる はつげんだった|It was a statement that the Prime Minister shouldn't have made
会社のリストラで職を失うのではないかと思うと、気が重いです。|かいしゃので しょくを うしなうのではないかと おもうと きが おもいです|When I think about how I might be laid off because of restructuring at my compan
聞いたところによると来年は授業料が上がるらしい。|きいたところによると らいねんは じゅぎょうりょうが あがるらしい|Based on what I heard, (it appears that) tuition will go up next year.
〜ことだから"It is therefore typical of he/she to ....,being (serious, ect) all this while""Being a (characteristics,e.g. serious) person, it is typical of he/she to...""As it is known for his/her 〜, he/she will therefore .... ""Known for his/her 〜, he/ she will therefore .... "|ことだから|〜ことだから"It is therefore typical of he/she to ....,being (serious, ect) all this w
イチローが、84年間続いたジョージ・シスラーの最多安打記録を破るとは想像だにしなかった。|が  ねんかん つづいたの さいた あんだ きろくを やぶるとは そうぞうだにしなかった|I couldn't (lit., didn't) even imagine that Ichiro would break George Sisler's 8
勉強するほかない = nothing to do but study勉強するよりほかない = nothing better to do than study|べんきょうするほかない      べんきょうするよりほかない|勉強するほかない = nothing to do but study勉強するよりほかない = nothing better to do than study
君と意見を異にするので私には心苦しい|きみと いけんを ことにするので わたしには こころぐるしい|It pains me to disagree with your opinion
どうかこれに懲りずにまたいらして下さい|どうかこれに こりずにまたいらして ください|We'd love to have you over again. (lit., I hope you'll see fit to overlook our m
政府筋によると|せいふすじによると|Accodring to government sources ..
候補者の名前を連呼する|こうほしゃの なまえを れんこする|call the name of a candidate repeatedly
１。室外２。室内|しつがい しつない|部屋の外部屋の中
