撩|liāo|VERB 1&#9;raise; lift up (a part of sth. hanging) &#25769;&#35033;&#23376; li&#257;o q&#250;nzi lift (or hold) up the hem of one&#8217;s skirt &#25769;&#36215;&#24088;&#23376; Li&#257;o q&#464; li&#22
加宽|jiākuān|VERB broaden; widen &#21152;&#23485;&#36335;&#38754; ji&#257;ku&#257;n l&#249;mi&#224;n widen the road &#36866;&#24403;&#21152;&#23485;&#26576;&#20123;&#19987;&#19994;&#30340;&#22521;&#20859;&#20869;&
空位|kòngwèi|NOUN 1&#9;vacant (or unoccupied) seat (in a public place) 2&#9;unoccupied parking place 3&#9;vacancy; vacant post (in an institute, organization, etc.) 4&#9;PHYSICS vacancy
端|duān|NOUN 1&#9;end; extremity &#20004;&#31471; li&#462;ngdu&#257;n both ends &#23707;&#30340;&#21335;&#31471; d&#462;o de n&#225;ndu&#257;n the southern tip (or end) of the island 2&#9;beginning &#24320;&#
托盘|tuōpán|Tray; pallet (in computing)Nuance:托盘 primarily refers to a physical tray, a flat surface with a raised rim used for carrying food, drinks, or other items. It implies a handheld or portable platform fo
储藏|chǔcáng|To store; to keep in reserve; storage.Nuance: 储藏 refers to the act of storing or keeping items, resources, or goods for future use. It emphasizes both preservation and accumulation, often in a planned
储藏室|chǔcángshì|storeroom
尴尬|gāngà|ADJECTIVE 1&#9;(of a situation) awkward; difficult; hard to deal with; dilemma &#22788;&#22659;&#23604;&#23596; ch&#468;j&#236;ng g&#257;ng&#224; in an awkward position; in a dilemma &#23454;&#22312;&
掀开|xiānkāi|VERB open; lift; draw &#25472;&#24320;&#31383;&#24088; Xi&#257;nk&#257;i chu&#257;ngli&#225;n draw the curtains open &#25472;&#24320;&#38149;&#30422; xi&#257;nk&#257;i gu&#333;g&#224;i take the lid of
锡箔纸|xībózhǐ|aluminum foil M: zh&#257;ng [&#24352;]
糖霜|tángshuāng|NOUN 1&#9;icing; frosting 2&#9;DIALECT white sugar
烘焙店|hōngbèidiàn|bakery
烘焙师|hōngbèishī|baker
默不作声|mòbùzuòshēng|keep silent
偷偷|tōutōu|ADVERB stealthily; secretly; covertly; on the sly (or quiet) &#20599;&#20599;&#28316;&#36208; t&#333;ut&#333;u li&#363;z&#466;u sneak away &#20599;&#20599;&#21578;&#35785;&#20182; t&#333;ut&#333;u g&#
瞄|miáo|VERB concentrate one's gaze on; take aim &#30596;&#24471;&#20934;, &#25171;&#24471;&#29408; Mi&#225;o de zh&#468;n, d&#462; de h&#283;n take good aim and hit hard
茶具|chájù|NOUN tea set; tea-things; tea service &#19968;&#22871;&#31934;&#32654;&#30340;&#33590;&#20855; y&#299; t&#224;o j&#299;ngm&#283;i dech&#225;j&#249; an exquisite tea set
宽慰|kuānwèi|to console; to soothe; to offer solaceNuances:This term describes the act of gently alleviating someone’s distress through empathy, reassurance, or practical support. It implies a compassionate effort
挑眉毛|tiǎoméimao|raise one&#8217;s eyebrows
勾心斗角|gōuxīn-dòujiǎo|To Scheme Against Each Other / Intrigue and WrangleNuance勾心斗角 is an idiom that describes a situation where people engage in intricate, manipulative scheming, backstabbing, and power struggles to gain 
争论不休|zhēnglùnbùxiū|argue endlessly; keep on arguing
起步|qǐ//bù|VERB start; move &#36710;&#23376;&#36215;&#27493;&#20102;&#12290; Ch&#275;zi q&#464;b&#249; le. The car started. &#20013;&#22269;&#30005;&#35270;&#20107;&#19994;&#36215;&#27493;&#34429;&#26202;, &#202
体操|tǐcāo|NOUN SPORTS gymnastics &#33258;&#30001;&#20307;&#25805; z&#236;y&#243;ut&#464;c&#257;o free exercise; floor exercise; free calisthenics
踊跃|yǒngyuè|VERB leap; jump &#36362;&#36291;&#27426;&#21628; y&#466;ngyu&#232; hu&#257;nh&#363; leap and cheer ADJECTIVE vying with one another; eagerly; enthusiastically &#36362;&#36291;&#21709;&#24212;&#21495;&
迥异|jiǒngyì|ADJECTIVE LITERARY totally different &#20108;&#20154;&#24615;&#24773;&#36837;&#24322;&#12290; &#200;r r&#233;nx&#236;ng q&#237;ng ji&#466;ngy&#236;. The two are diametrically opposite in temperament. 
匮乏|kuìfá|to be lacking; to be deficient; scarcityNuances:This term describes a severe shortage or insufficiency, often of essential resources, implying hardship or dysfunction due to the lack.Example Sentences
呃|è|NOUN hiccups
情不自禁|qíngbùzìjīn|Cannot Help Oneself / To Be Overcome by an ImpulseNuance情不自禁 is an idiom that describes a spontaneous and powerful emotion or impulse that is so strong one cannot control or restrain the resulting act
匠心|jiàngxīn|Craftsmanship; ingenuity; meticulous skill and creativity.Nuance: 匠心 refers to the skill, dedication, and creativity that a craftsman or artisan invests in their work. It conveys precision, patience, 
打开眼界|dǎkāiyǎnjiè|widen one&#8217;s horizon
人际关系|rénjìguānxì|interpersonal relationships; personal relations
喜好|xǐhào|VERB like; love; be fond of; be keen on &#22905;&#20174;&#23567;&#23601;&#21916;&#22909;&#38899;&#20048;&#12290; T&#257; c&#243;ngxi&#462;o ji&#249; x&#464;h&#224;o y&#299;nyu&#232;. She&#8217;s loved
脚印|jiǎoyìn|NOUN footprint; footmark; track &#38634;&#22320;&#19978;&#30340;&#33050;&#21360; xu&#283;d&#236; sh&#224;ng deji&#462;oy&#236;n footprints in the snow
顶嘴|dǐng//zuǐ|VERB COLLOQUIAL reply defiantly (usu. to one's elder or superior); answer (or talk) back &#20320;&#19981;&#35813;&#36319;&#20320;&#22902;&#22902;&#39030;&#22068;&#12290; N&#464; b&#249; g&#257;i g&#27
膜拜|móbài|To worship; to venerate; to pay homageNuance:膜拜 is a powerful verb that originally described the act of prostrating oneself in religious worship, pressing hands and forehead to the ground in devotion.
情商|qíngshāng|NOUN EQ (emotional quotient)
约炮|yuēpào|to hook up (for casual sex)Nuances:This blunt slang term refers to arranging casual sexual encounters, often through apps or social media. It carries a vulgar, non-romantic connotation and is avoided 
绑架|bǎngjià|VERB 1&#9;kidnap 2&#9;ARGRICULTURE (-//-) stake &#32473;&#40644;&#29916;&#32465;&#26550; g&#283;i hu&#225;ngguab&#462;ngji&#224; stake the cucumbers
混入|hùnrù|to infiltrate; to blend in; to sneak intoNuances:This term describes joining a group or entering a place surreptitiously, often with concealed intentions. It implies deception or unauthorized access, 
